ID,name,description,p,s,label,software
313,-fmodules-validate-input-files-content,Validate PCM input files based on content if mtime differs,0,0,others,clang
315,-fmodules-validate-system-headers,Validate the system headers that a module depends on when loading the module,0,0,others,clang
316,-fms-compatibility,Enable full Microsoft Visual C++ compatibility,0,0,others,clang
317,-fms-compatibility-version,Dot-separated value representing the Microsoft compiler version number to report in _MSC_VER (0 = don't define it (default)),0,0,others,clang
319,-fms-extensions,Accept some non-standard constructs supported by the Microsoft compiler,0,0,others,clang
320,-fnew-alignment,Specifies the largest alignment guaranteed by '::operator new(size_t)',0,0,others,clang
321,-fno-access-control,Disable C++ access control,0,0,others,clang
322,-fno-addrsig,Don't emit an address-significance table,0,0,others,clang
323,-fno-assume-sane-operator-new,Don't assume that C++'s global operator new can't alias any pointer,0,0,others,clang
324,-fno-autolink,Disable generation of linker directives for automatic library linking,0,0,others,clang
325,-fno-builtin,Disable implicit builtin knowledge of functions,0,0,others,clang
326,-fno-builtin-value,Disable implicit builtin knowledge of a specific function,0,0,others,clang
327,-fno-c++-static-destructors,Disable C++ static destructor registration,0,0,others,clang
328,-fno-char8_t,Disable C++ builtin type char8_t,0,0,others,clang
329,-fno-common,Compile common globals like normal definitions,0,0,others,clang
330,-fno-complete-member-pointers,Do not require member pointer base types to be complete if they would be significant under the Microsoft ABI,0,0,others,clang
331,-fno-constant-cfstrings,Disable creation of CodeFoundation-type constant strings,0,0,others,clang
332,-fno-coverage-mapping,Disable code coverage analysis,0,0,others,clang
333,-fno-crash-diagnostics,Disable auto-generation of preprocessed source files and a script for reproduction during a clang crash,0,0,others,clang
334,-fno-debug-info-for-profiling,Do not emit extra debug info for sample profiler.,1,6,function-tradeoff,clang
335,-fno-debug-macro,Do not emit macro debug information,1,6,function-tradeoff,clang
336,-fno-declspec,Disallow __declspec as a keyword,0,0,others,clang
337,-fno-delayed-template-parsing,Disable delayed template parsing,0,0,others,clang
339,-fno-diagnostics-fixit-info,Do not include fixit information in diagnostics,1,6,function-tradeoff,clang
340,-fno-digraphs,"Disallow alternative token representations '<:',':>','<%','%>','%:','%:%:'",0,0,others,clang
342,-fno-dollars-in-identifiers,Disallow '$' in identifiers,0,0,others,clang
343,-fno-double-square-bracket-attributes,Disable '[[]]' attributes in all C and C++ language modes,0,0,others,clang
345,-fno-elide-type,Do not elide types when printing diagnostics,0,0,others,clang
346,-fno-experimental-isel,Disables the experimental global instruction selector,0,0,others,clang
348,-fno-fine-grained-bitfield-accesses,Use large-integer access for consecutive bitfield runs.,0,0,others,clang
349,-fno-fixed-point,Disable fixed point types,0,0,others,clang
350,-fno-force-dwarf-frame,Don't always emit a debug frame section,1,6,function-tradeoff,clang
351,-fno-force-enable-int128,Disable support for int128_t type,0,0,others,clang
352,-fno-gnu-inline-asm,Disable GNU style inline asm,0,0,others,clang
353,-fno-integrated-as,Disable the integrated assembler,0,0,others,clang
356,-fno-lto,Disable LTO mode (default),0,0,others,clang
357,-fno-merge-all-constants,Disallow merging of constants,0,0,others,clang
358,-fno-objc-infer-related-result-type,do not infer Objective-C related result type based on method family,1,6,function-tradeoff,clang
359,-fno-operator-names,Do not treat C++ operator name keywords as synonyms for operators,0,0,others,clang
360,-fno-plt,Do not use the PLT to make function calls,0,0,others,clang
361,-fno-preserve-as-comments,Do not preserve comments in inline assembly,0,0,others,clang
362,-fno-profile-generate,Disable generation of profile instrumentation.,0,0,others,clang
363,-fno-profile-instr-generate,Disable generation of profile instrumentation.,0,0,others,clang
364,-fno-profile-instr-use,Disable using instrumentation data for profile-guided optimization,0,0,others,clang
365,-fno-register-global-dtors-with-atexit,Don't use atexit or __cxa_atexit to register global destructors,0,0,others,clang
366,-fno-reroll-loops,Turn off loop reroller,0,0,others,clang
367,-fno-rtlib-add-rpath,Do not add -rpath with architecture-specific resource directory to the linker flags,0,0,others,clang
368,-fno-rtti,Disable generation of rtti information,0,0,others,clang
369,-fno-rtti-data,Control emission of RTTI data,0,0,others,clang
371,-fno-sanitize-address-use-after-scope,Disable use-after-scope detection in AddressSanitizer,0,0,others,clang
372,-fno-sanitize-address-use-odr-indicator,Disable ODR indicator globals,0,0,others,clang
373,-fno-sanitize-blacklist,Don't use blacklist file for sanitizers,0,0,others,clang
374,-fno-sanitize-cfi-canonical-jump-tables,Do not make the jump table addresses canonical in the symbol table,0,0,others,clang
376,-fno-sanitize-coverage,Disable specified features of coverage instrumentation for Sanitizers,0,0,others,clang
377,-fno-sanitize-memory-track-origins,Disable origins tracking in MemorySanitizer,0,0,others,clang
378,-fno-sanitize-memory-use-after-dtor,Disable use-after-destroy detection in MemorySanitizer,0,0,others,clang
379,-fno-sanitize-recover,Disable recovery for specified sanitizers,0,0,others,clang
380,-fno-sanitize-stats,Disable sanitizer statistics gathering.,1,6,function-tradeoff,clang
381,-fno-sanitize-thread-atomics,Disable atomic operations instrumentation in ThreadSanitizer,0,0,others,clang
382,-fno-sanitize-thread-func-entry-exit,Disable function entry/exit instrumentation in ThreadSanitizer,0,0,others,clang
383,-fno-sanitize-thread-memory-access,Disable memory access instrumentation in ThreadSanitizer,0,0,others,clang
384,-fno-sanitize-trap,Disable trapping for specified sanitizers,0,0,others,clang
385,-fno-short-wchar,Force wchar_t to be an unsigned int,0,0,others,clang
386,-fno-show-column,Do not include column number on diagnostics,0,0,others,clang
387,-fno-show-source-location,Do not include source location information with diagnostics,0,0,others,clang
388,-fno-signed-char,Char is unsigned,0,0,others,clang
389,-fno-signed-zeros,Allow optimizations that ignore the sign of floating point zeros,1,4,limited-side-effect,clang
390,-fno-spell-checking,Disable spell-checking,1,6,function-tradeoff,clang
391,-fno-stack-protector,Disable the use of stack protectors,1,2,security-tradeoff,clang
392,-fno-stack-size-section,Don't emit section containing metadata on function stack sizes,1,6,function-tradeoff,clang
393,-fno-standalone-debug,Limit debug information produced to reduce size of debug binary,1,6,function-tradeoff,clang
394,-fno-strict-float-cast-overflow,Relax language rules and try to match the behavior of the target's native float-to-int conversion instructions,0,0,others,clang
395,-fno-temp-file,Directly create compilation output files. This may lead to incorrect incremental builds if the compiler crashes,0,0,others,clang
396,-fno-threadsafe-statics,Do not emit code to make initialization of local statics thread safe,1,6,function-tradeoff,clang
397,-fno-trigraphs,Do not process trigraph sequences,0,0,others,clang
398,-fno-unroll-loops,Turn off loop unroller,1,4,limited-side-effect,clang
399,-fno-use-cxa-atexit,Don't use __cxa_atexit for calling destructors,0,0,others,clang
400,-fno-use-init-array,Don't use .init_array instead of .ctors,0,0,others,clang
401,-fobjc-arc,Synthesize retain and release calls for Objective-C pointers,0,0,others,clang
402,-fobjc-arc-exceptions,Use EH-safe code when synthesizing retains and releases in -fobjc-arc,0,0,others,clang
403,-fobjc-exceptions,Enable Objective-C exceptions,0,0,others,clang
404,-fobjc-runtime,Specify the target Objective-C runtime kind and version,0,0,others,clang
405,-fobjc-weak,Enable ARC-style weak references in Objective-C,0,0,others,clang
406,-fopenmp,Parse OpenMP pragmas and generate parallel code.,0,0,others,clang
408,-fopenmp-targets,Specify comma-separated list of triples OpenMP offloading targets to be supported,0,0,others,clang
409,-foptimization-record-file,"Specify the output name of the file containing the optimization remarks. Implies -fsave-optimization-record. On Darwin platforms, this cannot be used with multiple -arch <arch> options.",0,0,others,clang
410,-foptimization-record-passes,"Only include passes which match a specified regular expression in the generated optimization record (by default, include all passes)",0,0,others,clang
411,-forder-file-instrumentation,Generate instrumented code to collect order file into default.profraw file (overridden by '=' form of option or LLVM_PROFILE_FILE env var),0,0,others,clang
412,-fpack-struct,Specify the default maximum struct packing alignment,0,0,others,clang
414,-fpass-plugin=dsopath,Load pass plugin from a dynamic shared object file (only with new pass manager).,0,0,others,clang
415,-fpatchable-function-entry,Generate M NOPs before function entry and N-M NOPs after function entry,0,0,others,clang
416,-fpcc-struct-return,Override the default ABI to return all structs on the stack,0,0,others,clang
418,-fplt,Use the PLT to make function calls,0,0,others,clang
419,-fplugin,Load the named plugin (dynamic shared object),0,0,others,clang
420,-fprebuilt-module-path=directory,Specify the prebuilt module path,0,0,others,clang
421,-fprofile-exclude-files,Instrument only functions from files where names don't match all the regexes separated by a semi-colon,0,0,others,clang
422,-fprofile-filter-files,Instrument only functions from files where names match any regex separated by a semi-colon,0,0,others,clang
423,-fprofile-generate,Generate instrumented code to collect execution counts into default.profraw (overridden by LLVM_PROFILE_FILE env var),0,0,others,clang
424,-fprofile-generate=directory,Generate instrumented code to collect execution counts into <directory>/default.profraw (overridden by LLVM_PROFILE_FILE env var),0,0,others,clang
425,-fprofile-instr-generate,Generate instrumented code to collect execution counts into default.profraw file (overridden by '=' form of option or LLVM_PROFILE_FILE env var),0,0,others,clang
426,-fprofile-instr-generate=file,Generate instrumented code to collect execution counts into <file> (overridden by LLVM_PROFILE_FILE env var),0,0,others,clang
