ID,name,description,p,s,label,software,filter,study
237,-ffixed-x1,Reserve the 1 register (AArch64/RISC-V only),0,0,others,clang,0,0
238,-ffixed-x10,Reserve the 10 register (AArch64/RISC-V only),0,0,others,clang,0,0
239,-ffixed-x11,Reserve the 11 register (AArch64/RISC-V only),0,0,others,clang,0,0
240,-ffixed-x12,Reserve the 12 register (AArch64/RISC-V only),0,0,others,clang,0,0
241,-ffixed-x13,Reserve the 13 register (AArch64/RISC-V only),0,0,others,clang,0,0
242,-ffixed-x14,Reserve the 14 register (AArch64/RISC-V only),0,0,others,clang,0,0
243,-ffixed-x15,Reserve the 15 register (AArch64/RISC-V only),0,0,others,clang,0,0
244,-ffixed-x16,Reserve the 16 register (AArch64/RISC-V only),0,0,others,clang,0,0
245,-ffixed-x17,Reserve the 17 register (AArch64/RISC-V only),0,0,others,clang,0,0
246,-ffixed-x18,Reserve the 18 register (AArch64/RISC-V only),0,0,others,clang,0,0
247,-ffixed-x19,Reserve the 19 register (AArch64/RISC-V only),0,0,others,clang,0,0
248,-ffixed-x2,Reserve the 2 register (AArch64/RISC-V only),0,0,others,clang,0,0
249,-ffixed-x20,Reserve the 20 register (AArch64/RISC-V only),0,0,others,clang,0,0
250,-ffixed-x21,Reserve the 21 register (AArch64/RISC-V only),0,0,others,clang,0,0
251,-ffixed-x22,Reserve the 22 register (AArch64/RISC-V only),0,0,others,clang,0,0
252,-ffixed-x23,Reserve the 23 register (AArch64/RISC-V only),0,0,others,clang,0,0
253,-ffixed-x24,Reserve the 24 register (AArch64/RISC-V only),0,0,others,clang,0,0
254,-ffixed-x25,Reserve the 25 register (AArch64/RISC-V only),0,0,others,clang,0,0
255,-ffixed-x26,Reserve the 26 register (AArch64/RISC-V only),0,0,others,clang,0,0
256,-ffixed-x27,Reserve the 27 register (AArch64/RISC-V only),0,0,others,clang,0,1
257,-ffixed-x28,Reserve the 28 register (AArch64/RISC-V only),0,0,others,clang,0,0
258,-ffixed-x29,Reserve the 29 register (AArch64/RISC-V only),0,0,others,clang,0,0
259,-ffixed-x3,Reserve the 3 register (AArch64/RISC-V only),0,0,others,clang,0,0
260,-ffixed-x30,Reserve the 30 register (AArch64/RISC-V only),0,0,others,clang,0,0
261,-ffixed-x31,Reserve the 31 register (AArch64/RISC-V only),0,0,others,clang,0,0
262,-ffixed-x4,Reserve the 4 register (AArch64/RISC-V only),0,0,others,clang,0,0
263,-ffixed-x5,Reserve the 5 register (AArch64/RISC-V only),0,0,others,clang,0,0
264,-ffixed-x6,Reserve the 6 register (AArch64/RISC-V only),0,0,others,clang,0,0
265,-ffixed-x7,Reserve the 7 register (AArch64/RISC-V only),0,0,others,clang,0,0
266,-ffixed-x8,Reserve the 8 register (AArch64/RISC-V only),0,0,others,clang,0,0
267,-ffixed-x9,Reserve the 9 register (AArch64/RISC-V only),0,0,others,clang,0,0
268,-fforce-dwarf-frame,Always emit a debug frame section,1,6,function-tradeoff,clang,0,1
269,-fforce-emit-vtables,Emits more virtual tables to improve devirtualization,1,4,limited-side-effect,clang,0,1
270,-fforce-enable-int128,Enable support for int128_t type,0,0,others,clang,0,0
271,-ffp-contract,Form fused FP ops (e.g. FMAs): fast (everywhere) | on (according to FP_CONTRACT pragma) | off (never fuse). Default is 'fast' for CUDA/HIP and 'on' otherwise.,1,4,limited-side-effect,clang,0,0
272,-ffp-exception-behavior,Specifies the exception behavior of floating-point operations.,0,0,others,clang,0,1
273,-ffp-model,Controls the semantics of floating-point calculations.,0,0,others,clang,0,0
274,-ffreestanding,Assert that the compilation takes place in a freestanding environment,0,0,others,clang,0,0
275,-ffunction-sections,Place each function in its own section (ELF Only),0,0,others,clang,0,1
276,-fgnu89-inline,Use the gnu89 inline semantics,0,0,others,clang,0,0
277,-fgnuc-version,Sets various macros to claim compatibility with the given GCC version (default is 4.2.1),0,0,others,clang,0,0
278,-fgnu-keywords,Allow GNU-extension keywords regardless of language standard,0,0,others,clang,0,0
279,-fgnu-runtime,Generate output compatible with the standard GNU Objective-C runtime,1,6,function-tradeoff,clang,0,0
280,-fgpu-allow-device-init,Allow device side init function in HIP,0,0,others,clang,0,0
281,-fgpu-rdc,"Generate relocatable device code, also known as separate compilation mode.",0,0,others,clang,0,1
282,-fhip-new-launch-api,Use new kernel launching API for HIP.,0,0,others,clang,0,0
284,-finline-functions,Inline suitable functions,0,0,others,clang,0,0
285,-finline-hint-functions,Inline functions which are (explicitly or implicitly) marked inline,0,0,others,clang,0,0
286,-finstrument-function-entry-bare,"Instrument function entry only, after inlining, without arguments to the instrumentation call",0,0,others,clang,0,0
287,-finstrument-functions,Generate calls to instrument function entry and exit,0,0,others,clang,0,0
288,-finstrument-functions-after-inlining,"Like -finstrument-functions, but insert the calls after inlining",0,0,others,clang,0,1
289,-fintegrated-as,Enable the integrated assembler,0,0,others,clang,0,0
290,-fintegrated-cc1,Run cc1 in-process,0,0,others,clang,0,0
291,-fkeep-static-consts,Keep static const variables even if unused,0,0,others,clang,0,0
292,-flax-vector-conversions,Enable implicit vector bit-casts,0,0,others,clang,0,0
293,-flto,Enable LTO in 'full' mode,0,0,others,clang,0,0
294,-flto-jobs,Controls the backend parallelism of -flto=thin (default of 0 means the number of threads will be derived from the number of CPUs detected),1,1,resource,clang,0,0
296,-fmath-errno,Require math functions to indicate errors by setting errno,0,0,others,clang,0,0
297,-fmax-type-align,Specify the maximum alignment to enforce on pointers lacking an explicit alignment,0,0,others,clang,0,0
298,-fmerge-all-constants,Allow merging of constants,0,0,others,clang,0,0
302,-fmodules,Enable the 'modules' language feature,0,0,others,clang,0,0
303,-fmodules-cache-path,Specify the module cache path,0,0,others,clang,0,0
304,-fmodules-decluse,Require declaration of modules used within a module,0,0,others,clang,0,0
305,-fmodules-disable-diagnostic-validation,Disable validation of the diagnostic options when loading the module,0,0,others,clang,0,0
306,-fmodules-ignore-macro,Ignore the definition of the given macro when building and loading modules,0,0,others,clang,0,1
308,-fmodules-prune-interval,Specify the interval (in seconds) between attempts to prune the module cache,0,0,others,clang,0,0
309,-fmodules-search-all,Search even non-imported modules to resolve references,0,0,others,clang,0,1
310,-fmodules-strict-decluse,Like -fmodules-decluse but requires all headers to be in modules,0,0,others,clang,0,0
311,-fmodules-ts,Enable support for the C++ Modules TS,0,0,others,clang,0,1
313,-fmodules-validate-input-files-content,Validate PCM input files based on content if mtime differs,0,0,others,clang,0,0
314,-fmodules-validate-once-per-build-session,Don't verify input files for the modules if the module has been successfully validated or loaded during this build session,1,4,limited-side-effect,clang,0,1
315,-fmodules-validate-system-headers,Validate the system headers that a module depends on when loading the module,0,0,others,clang,0,0
316,-fms-compatibility,Enable full Microsoft Visual C++ compatibility,0,0,others,clang,0,0
317,-fms-compatibility-version,Dot-separated value representing the Microsoft compiler version number to report in _MSC_VER (0 = don't define it (default)),0,0,others,clang,0,0
318,-fmsc-version,Microsoft compiler version number to report in _MSC_VER (0 = don't define it (default)),0,0,others,clang,0,1
319,-fms-extensions,Accept some non-standard constructs supported by the Microsoft compiler,0,0,others,clang,0,0
320,-fnew-alignment,Specifies the largest alignment guaranteed by '::operator new(size_t)',0,0,others,clang,0,0
321,-fno-access-control,Disable C++ access control,0,0,others,clang,0,0
322,-fno-addrsig,Don't emit an address-significance table,0,0,others,clang,0,0
323,-fno-assume-sane-operator-new,Don't assume that C++'s global operator new can't alias any pointer,0,0,others,clang,0,0
324,-fno-autolink,Disable generation of linker directives for automatic library linking,0,0,others,clang,0,0
325,-fno-builtin,Disable implicit builtin knowledge of functions,0,0,others,clang,0,0
326,-fno-builtin-value,Disable implicit builtin knowledge of a specific function,0,0,others,clang,0,0
327,-fno-c++-static-destructors,Disable C++ static destructor registration,0,0,others,clang,0,0
328,-fno-char8_t,Disable C++ builtin type char8_t,0,0,others,clang,0,0
329,-fno-common,Compile common globals like normal definitions,0,0,others,clang,0,0
330,-fno-complete-member-pointers,Do not require member pointer base types to be complete if they would be significant under the Microsoft ABI,0,0,others,clang,0,0
331,-fno-constant-cfstrings,Disable creation of CodeFoundation-type constant strings,0,0,others,clang,0,0
332,-fno-coverage-mapping,Disable code coverage analysis,0,0,others,clang,0,0
333,-fno-crash-diagnostics,Disable auto-generation of preprocessed source files and a script for reproduction during a clang crash,0,0,others,clang,0,0
334,-fno-debug-info-for-profiling,Do not emit extra debug info for sample profiler.,1,6,function-tradeoff,clang,0,0
335,-fno-debug-macro,Do not emit macro debug information,1,6,function-tradeoff,clang,0,0
336,-fno-declspec,Disallow __declspec as a keyword,0,0,others,clang,0,0
337,-fno-delayed-template-parsing,Disable delayed template parsing,0,0,others,clang,0,0
338,-fno-delete-null-pointer-checks,Do not treat usage of null pointers as undefined behavior.,0,0,others,clang,0,1
339,-fno-diagnostics-fixit-info,Do not include fixit information in diagnostics,1,6,function-tradeoff,clang,0,0
340,-fno-digraphs,"Disallow alternative token representations '<:',':>','<%','%>','%:','%:%:'",0,0,others,clang,0,0
341,-fno-discard-value-names,Do not discard value names in LLVM IR,0,0,others,clang,0,1
342,-fno-dollars-in-identifiers,Disallow '$' in identifiers,0,0,others,clang,0,0
343,-fno-double-square-bracket-attributes,Disable '[[]]' attributes in all C and C++ language modes,0,0,others,clang,0,0
344,-fno-elide-constructors,Disable C++ copy constructor elision,0,0,others,clang,0,1
345,-fno-elide-type,Do not elide types when printing diagnostics,0,0,others,clang,0,0
346,-fno-experimental-isel,Disables the experimental global instruction selector,0,0,others,clang,0,0
347,-fno-experimental-new-pass-manager,Disables an experimental new pass manager in LLVM.,0,0,others,clang,0,1
348,-fno-fine-grained-bitfield-accesses,Use large-integer access for consecutive bitfield runs.,0,0,others,clang,0,0
349,-fno-fixed-point,Disable fixed point types,0,0,others,clang,0,0
350,-fno-force-dwarf-frame,Don't always emit a debug frame section,1,6,function-tradeoff,clang,0,0
351,-fno-force-enable-int128,Disable support for int128_t type,0,0,others,clang,0,0
352,-fno-gnu-inline-asm,Disable GNU style inline asm,0,0,others,clang,0,0
353,-fno-integrated-as,Disable the integrated assembler,0,0,others,clang,0,0
